Doc-IDs,Reference-Code,Paper-Type
http://arxiv.org/abs/1511.03358,A,G
http://arxiv.org/pdf/1403.1157v1.pdf,A,G
http://digitalcommons.unl.edu/geoscidiss/58/,A,G
http://digitalcommons.uri.edu/oa_diss/395,A,G
http://eisenman.ucsd.edu/papers/Li-Miller-McClean-Eisenman-Hendershott-anomalies-accepted-2014.pdf,A,G
http://escholarship.org/uc/item/5ss494ht,A,G
http://hdl.handle.net/1721.1/90683,A,G
http://hdl.handle.net/1773/25983,A,G
http://hdl.handle.net/2027.42/113453,A,G
http://kestrel.nmt.edu/~sessions/ARTICLES/SenticSessionsFuchs_2015_submitted.pdf,A,G
http://people.earth.yale.edu/sites/default/files/files/Boos/ShekharBoos2015_submitted_2colsm.pdf,A,G
http://www.ldeo.columbia.edu/~sobel/Papers/anber_et_al_15b_submitted.pdf,A,G
http://www.nas.nasa.gov/assets/pdf/ams/2014/AMS_20140812_Kirby.pdf,A,G
https://escholarship.org/uc/item/2056z0tq,A,G
http://www.atmos-chem-phys.net/16/12411/2016/acp-16-12411-2016-discussion.html,A,G
