Doc-IDs,Reference-Code,Paper-Type
10.1109/TGRS.2011.2161875,C,P
10.1109/TGRS.2012.2217148,C,P
10.1109/TGRS.2015.2389143,C,P
10.1115/OMAE2014-23876,C,P
10.1117/12.857542,C,P
10.11298/taiki.47.217,C,P
10.11298/taiki.48.196,C,P
10.11298/taiki.50.138,C,P
10.1134/S0001433807060011,C,P
10.1134/S0001433811040074,C,P
10.1134/S1028334X07070185,C,P
10.1155/2015/710348,C,P
10.1175/2006JAS2045.1,C,P
10.1175/JAMC-D-16-0027.1,C,P
10.1175/JAS-D-14-0319.1,C,P
10.1175/JAS-D-15-0277.1,C,P
10.1175/JCLI-D-13-00282.1,C,P
10.1175/MWR-D-13-00158.1,C,P
10.1175/MWR-D-14-00118.1,C,P
10.1175/WAF-D-14-00105.1,C,P
10.12962/j20882033.v26i1.767,C,P
10.2151/jmsj.2011-A13,C,P
10.2208/proce1989.53.421,C,P
10.2480/agrmet.D-14-00038,C,P
10.3103/S1068373908040067,C,P
10.3103/S1068373915050039,C,P
10.3390/atmos3010059,C,P
10.3390/atmos5010016,C,P
10.3390/buildings5030933,C,P
10.3390/e10040430,C,P
10.3390/rs70100395,C,P
10.3390/rs70709230,C,P
10.3390/rs70809727,C,P
10.3878/j.issn.1674-2834.13.0050,C,P
10.4090/juee.2012.v6n1.001009,C,P
10.4209/aaqr.2013.07.0236,C,P
10.4209/aaqr.2015.05.0318,C,P
10.4236/jep.2015.611109,C,P
10.4236/ns.2014.610069,C,P
10.4236/ojap.2015.43012,C,P
10.4236/ojap.2015.43014,C,P
10.4401/ag-6626,C,P
10.5094/APR.2011.052,C,P
10.5094/APR.2013.032,C,P
10.5094/APR.2015.036,C,P
10.5194/acp-10-8453-2010,C,P
10.5194/acp-14-609-2014,C,P
10.5194/acp-14-6213-2014,C,P
10.5194/acp-14-7929-2014,C,P
10.5194/acp-15-1447-2015,C,P
10.5194/acp-15-5627-2015,C,P
10.5194/amt-5-2593-2012,C,P
10.5194/angeo-33-1097-2015,C,P
10.5194/nhess-14-3331-2014,C,P
10.5772/50144,C,P
10.9753/icce.v33.currents.52,C,P
ftp://ftp.legos.obs-mip.fr/pub/tmp3m/IGARSS2014/abstracts/3333.pdf,C,G
http://arch.kyrlibnet.kg/uploads/KRSUISAEVE.K.2014-7.pdf,C,G
http://arxiv.org/abs/0906.2191,C,G
http://bibdigital.epn.edu.ec/handle/15000/6415,C,G
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.431.1858&rep=rep1&type=pdf,C,G
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.642.21&rep=rep1&type=pdf,C,G
http://cyberleninka.ru/article/n/chislennyy-prognoz-opasnyh-yavleniy-pogody-po-severu-primorskogo-kraya,C,G
http://hdl.handle.net/10125/100283,C,G
http://hdl.handle.net/10217/81055,C,G
http://hdl.handle.net/10348/3228,C,G
http://hdl.handle.net/10397/6868,C,G
http://hdl.handle.net/10945/3551,C,G
http://journal.jgsee.org/index.php/JSEE/article/view/37,C,G
http://journal.msu.ac.th/upload/journal_file/jfile_no8_88111.pdf#page=53,C,G
http://nal-ir.nal.res.in/id/eprint/12154,C,G
http://nal-ir.nal.res.in/id/eprint/12260,C,G
http://nal-ir.nal.res.in/id/eprint/5032,C,G
http://puslitbang.bmkg.go.id/jmg/index.php/jmg/article/view/120,C,G
http://repositorio.usfq.edu.ec/handle/23000/1858,C,G
http://roderic.uv.es/handle/10550/29324,C,G
http://urn.kb.se/resolve?urn=urn%3Anbn%3Ase%3Akth%3Adiva-91322,C,G
http://urn.kb.se/resolve?urn=urn%3Anbn%3Ase%3Aumu%3Adiva-59690,C,G
http://www.apiperu.com.pe/argentina/trabajos/ECC_113_Puliafito_Salvador_Enrique.pdf,C,G
http://www.atmos.washington.edu/~angie/reu2005.pdf,C,G
http://www.coastaldynamics2013.fr/pdf_files/186_Yasuda_tomohiro.pdf,C,G
http://www.dqkxqk.ac.cn/qhhj/ch/reader/create_pdf.aspx?file_no=20150307&year_id=2015&quarter_id=3&journal_id=qhhj,C,G
http://www.duncansteel.com/archives/1829,C,G
http://www.iag.usp.br/meteo/labmicro/publicacoes/TechnicalReports/RumanCJ_2014_Caracterizacao_numerica_do_balanco_de_energia_na_EACF_Verao_abril_2014.pdf,C,G
http://www.iag.usp.br/meteo/labmicro/publicacoes/TechnicalReports/RumanCJ_2014_Caracterizacao_numerica_do_balanco_de_energia_na_EACF_Verao_Monografia_Qualificacao.pdf,C,G
http://www.iag.usp.br/pos/sites/default/files/m_saulo_b_costa.pdf,C,G
http://www.nwas.org/ej/pdf/2012-EJ11.pdf,C,G
http://www.scielo.org.mx/scielo.php?pid=S1405-33222015000200007&script=sci_arttext,C,G
http://www2.mmm.ucar.edu/wrf/users/workshops/WS2010/abstracts/P-24.pdf,C,G
https://books.google.com/books?hl=en&lr=&id=N8v7BKTK9HkC&oi=fnd&pg=PA151&dq=dss.ucar.edu/datasets/ds083.2&ots=l1FJzZwkRR&sig=ZHW08-ZttOARexPZFiXzrwOrrf0#v=onepage&q=dss.ucar.edu%2Fdatasets%2Fds083.2&f=false,C,G
https://books.google.com/books?hl=en&lr=&id=spTsAwAAQBAJ&oi=fnd&pg=PA27&dq=ds083.2&ots=X7Bhcyznch&sig=PJ3nhJ-J_sxwHjasNGH5Vn9XQkk#v=onepage&q=ds083.2&f=false,C,G
https://books.google.com/books?id=spTsAwAAQBAJ&lpg=PA27&ots=X7BhcAvffk&dq=%22NCEP%20FNL%20Operational%20Model%20Global%20Tropospheric%20Analyses%22&lr&pg=PA38#v=onepage&q=%22NCEP%20FNL%20Operational%20Model%20Global%20Tropospheric%20Analyses%22&f=false,C,G
https://publications.csiro.au/rpr/download?pid=csiro:EP128543&dsid=DS1,C,G
https://uu.diva-portal.org/smash/get/diva2:429506/FULLTEXT01.pdf,C,G
https://www.cmascenter.org/conference/2014/abstracts/anikender_kumar_application_wrf-chem_2014.pdf,C,G
https://www.researchgate.net/profile/Detlef_Mueller/publication/253560112_Volcanic_aerosol_layers_observed_with_multi-wavelength_Raman_lidar_over_Europe_since_summer_2008/links/53d7b4d30cf2e38c632ddfb9.pdf,C,G
https://www.researchgate.net/profile/Jonathan_Smith6/publication/275353747_WRF-Chem_data_assimilation_of_NOAA-Unique_IASI_carbon_monoxide_retrievals_Impact_study_on_tropospheric_ozone_increases_observed_during_the_2010_AEROSE_Campaign/links/553a9f190cf2c415bb08e7c1.pdf,C,G
https://www.researchgate.net/profile/Kristian_Foerster/publication/281859595_Detaillierte_Nachbildung_von_Schneeprozessen_in_der_hydrologischen_Modellierung/links/55fe62bb08ae07629e3ff6a0.pdf,C,G
https://www.researchgate.net/profile/Tetsu_Kubota/publication/275824690_Impact_of_the_Green_Strategy_Proposed_in_the_Hanoi_Master_Plan_on_Urban_Heat_Island_Effects_Impact_of_the_Green_Strategy_Proposed_in_the_Hanoi_Master_Plan_on_Urban_Heat_Island_Effects/links/55475f920cf23ff716872240.pdf,C,G
https://www.researchgate.net/profile/Thayukorn_Prabamroong/publication/236876954_A_Trajectory-Based_Analysis_of_Surface_Ozone_for_Rayong_Thailand/links/00463519d0633e3297000000.pdf,C,G
http://manu36.magtech.com.cn/Jweb_zghjkx/CN/article/downloadArticleFile.do?attachType=PDF&id=13676,C,G
http://manu36.magtech.com.cn/Jweb_zghjkx/CN/article/downloadArticleFile.do?attachType=PDF&id=13830,C,G
http://www.geosci-model-dev-discuss.net/gmd-2011-44/,C,G
10.1002/2014GL061623,A,P
10.1002/2014JC010137,A,P
10.1002/2014JD021693,A,P
10.1002/2014JD022859,A,P
10.1002/2014JD023049,A,P
10.1002/2015JD023572,A,P
10.1002/2015JD023736,A,P
10.1002/2015JD023986,A,P
10.1002/2015JD024230,A,P
10.1002/2015MS000440,A,P
10.1002/cjg2.1734,A,P
10.1002/jgrd.50134,A,P
10.1002/qj.2092,A,P
10.1007/s00024-011-0401-4,A,P
10.1007/s00376-010-9240-y,A,P
10.1007/s00382-012-1598-3,A,P
10.1007/s00382-014-2160-2,A,P
10.1007/s00703-013-0236-x,A,P
10.1007/s00704-012-0721-z,A,P
10.1007/s11069-011-9942-1,A,P
10.1007/s11430-011-4181-6,A,P
10.1007/s11707-012-0306-2,A,P
10.1007/s11802-014-1912-2,A,P
10.1016/j.anucene.2014.09.016,A,P
10.1016/j.atmosenv.2010.12.036,A,P
10.1016/j.atmosres.2013.09.003,A,P
10.1016/j.atmosres.2015.09.026,A,P
10.1016/j.csr.2008.09.004,A,P
10.1016/j.dynatmoce.2008.10.001,A,P
10.1029/2006GL027448,A,P
10.1029/2010JD013873,A,P
10.1029/2010JD014873,A,P
10.1029/2011GL047361,A,P
10.1029/2011GL050078,A,P
10.1029/2011JD017042,A,P
10.1029/2011JD017090,A,P
10.1029/2012JC007924,A,P
10.1109/IGARSS.2011.6048950,A,P
10.1109/JSTARS.2013.2255118,A,P
10.1155/2011/390826,A,P
10.1155/2014/451578,A,P
10.1175/JAMC-D-11-084.1,A,P
10.1175/JAMC-D-13-09.1,A,P
10.1175/JAS-D-15-0202.1,A,P
10.1175/JHM-D-14-0220.1,A,P
10.2151/jmsj.2013-404,A,P
10.3390/atmos5040937,A,P
10.3402/tellusa.v66.24451,A,P
10.3923/jas.2008.2523.2533,A,P
10.5194/acp-11-9465-2011,A,P
10.5194/acp-13-10517-2013,A,P
10.5194/acp-14-2431-2014,A,P
10.5194/acp-14-6813-2014,A,P
10.5194/acp-15-5415-2015,A,P
10.5194/acp-16-1673-2016,A,P
10.5194/acpd-12-16557-2012,A,P
10.5194/amt-6-2239-2013,A,P
10.5194/nhess-10-1331-2010,A,P
10.5194/nhess-11-343-2011,A,P
10.6038/j.issn.0001-5733.2012.01.002,A,P
"http://ecommons.cornell.edu/bitstream/handle/1813/17231/Kelleher,%20Michael.pdf?sequence=1",A,G
http://cdn.intechopen.com/pdfs-wm/34741.pdf,A,G
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.461.1682&rep=rep1&type=pdf#page=44,A,G
http://jakraya.com/journal/pdf/6-ijeasArticle_4.pdf,A,G
http://metnet.imd.gov.in/mausamdocs/16514_F.pdf,A,G
http://researchrepository.murdoch.edu.au/id/eprint/23930,A,G
http://www2.mmm.ucar.edu/wrf/users/workshops/WS2010/abstracts/P-67.pdf,A,G
https://www.researchgate.net/profile/Kristian_Foerster/publication/279335268_Prozessorientierte_Rekonstruktion_von_Winterniederschlgen_in_hoher_rumlicher_und_zeitlicher_Auflsung_fr_die_hydrologische_Modellierung_von_nivo-pluvialen_Einzugsgebieten/links/55fbe82f08ae07629e07c685.pdf,A,G
http://www.enginsci.cn/chinaes/ch/reader/create_pdf.aspx?file_no=20140418002&flag=&journal_id=chinaes&year_id=2014,A,G
