Doc-IDs,Reference-Code,Paper-Type
https://uwspace.uwaterloo.ca/bitstream/handle/10012/6087/Hambly_Derrick.pdf?sequence=1,C,G
https://www.narccap.ucar.edu/doc/presentations/posters/Soyee_Chiu-SE_Agriculture_NE_Urban_Impacts.pdf,C,G
https://www.researchgate.net/profile/Ulrike_Passe/publication/266221487_Future_context_for_thermal_comfort_Impact_of_a_changing_climate_on_energy_demand_and_human_thermal_comfort/links/54f872c80cf2ccffe9df2ccb.pdf,C,G
https://www.researchgate.net/profile/Yang_Hong8/publication/267834134_QUANTIFYING_CHANGES_IN_EXTREME_PRECIPITATION_AT_HOUSTON_AND_OKLAHOMA_CITY_BY_2041-2065_USING_THE_CANADIAN_REGIONAL_CLIMATE_MODEL_%28CRCM%29/links/54c1a5850cf25b4b80728b08.pdf,C,G
https://www.seventhwave.org/sites/default/files/ashrae-journal-sept2014.pdf,C,G
10.1002/2015JD023177,A,P
10.1002/env.1068,A,P
10.1002/env.2143,A,P
10.1002/esp.3740,A,P
10.1002/jgrd.50223,A,P
10.1002/joc.2343,A,P
10.1002/joc.3769,A,P
10.1002/joc.3897,A,P
10.1007/s00382-011-1068-3,A,P
10.1007/s00382-012-1377-1,A,P
10.1007/s00382-012-1384-2,A,P
10.1007/s00382-012-1393-1,A,P
10.1007/s00382-012-1415-z,A,P
10.1007/s00382-013-2021-4,A,P
10.1007/s00382-014-2235-0,A,P
10.1007/s00382-015-2537-x,A,P
10.1007/s00477-010-0380-5,A,P
10.1007/s00484-013-0674-7,A,P
10.1007/s00704-015-1378-1,A,P
10.1007/s10584-011-0120-y,A,P
10.1007/s10584-011-0254-y,A,P
10.1007/s10584-012-0499-0,A,P
10.1007/s10584-013-0889-y,A,P
10.1007/s10584-014-1209-x,A,P
10.1007/s10584-014-1248-3,A,P
10.1007/s10687-009-0098-2,A,P
10.1007/s11004-011-9321-1,A,P
10.1007/s11004-015-9607-9,A,P
10.1007/s11269-014-0887-5,A,P
10.1007/s13253-011-0074-6,A,P
10.1007/s13412-012-0097-5,A,P
10.1016/j.foreco.2012.06.049,A,P
10.1016/j.jag.2011.12.007,A,P
10.1016/j.jhydrol.2010.10.037,A,P
10.1016/j.jhydrol.2011.06.018,A,P
10.1016/j.jhydrol.2014.03.073,A,P
10.1016/j.jmva.2012.05.011,A,P
10.1029/2009GL037930,A,P
10.1029/2010JD015278,A,P
10.1029/2011GL050658,A,P
10.1029/2011GL050762,A,P
10.1029/2012JD017449,A,P
10.1029/2012JD017543,A,P
10.1029/2012WR012304,A,P
10.1038/nclimate1344,A,P
10.1061/(ASCE)HE.1943-5584.0000962,A,P
10.1061/(ASCE)WR.1943-5452.0000175,A,P
10.1061/41173(414)137,A,P
10.1073/pnas.1008336107,A,P
10.1073/pnas.1019388108,A,P
10.1080/07055900.2013.816932,A,P
10.1080/07055900.2015.1029870,A,P
10.1088/1748-9326/5/4/044014,A,P
10.1088/1748-9326/6/2/024008,A,P
10.1111/1752-1688.12374,A,P
10.1111/j.1467-9876.2011.01010.x,A,P
10.1111/j.1541-0420.2011.01563.x,A,P
10.1111/j.1752-1688.2011.00592.x,A,P
10.1111/jawr.12126,A,P
10.1127/0941-2948/2010/0464,A,P
10.1175/2010JAMC2388.1,A,P
10.1175/2010JHM1297.1,A,P
10.1175/2011JCLI4109.1,A,P
10.1175/2011JHM1371.1,A,P
10.1175/BAMS-D-11-00223.1,A,P
10.1175/JCLI-D-11-00217.1,A,P
10.1175/JCLI-D-11-00588.1,A,P
10.1175/JCLI-D-14-00557.1,A,P
10.1175/JHM-D-12-0112.1,A,P
10.3354/cr01143,A,P
http://archives.pdx.edu/ds/psu/7084,A,G
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.617.8467&rep=rep1&type=pdf,A,G
http://hdl.handle.net/10150/337291,A,G
http://mdi-de.baw.de/icheArchive/documents/2012/ICHE2012_212.pdf,A,G
http://www.pacificclimate.org/sites/default/files/publications/Climate_Extremes_in_the_Canadian_Columbia_Basin-CBT_Report.pdf,A,G
https://ams.confex.com/ams/pdfpapers/160661.pdf,A,G
https://www.researchgate.net/profile/John_Loder/publication/259390652_Projected_air_temperature_changes_for_Canada_from_eight_NARCCAP_model_combinations/links/00b4952b5babad9c86000000.pdf,A,G
